oldest_review,category_afghani,category_african,category_aquariums,category_argentine,category_artmuseums,category_asianfusion,category_austrian,category_bagels,category_bakeries,category_bars,category_basque,category_bbq,category_beer_and_wine,category_beerbar,category_bookstores,category_bowling,category_brazilian,category_breakfast_brunch,category_breweries,category_bubbletea,category_buffets,category_burgers,category_burmese,category_butcher,category_cafes,category_cajun,category_cantonese,category_caribbean,category_catering,category_cheese,category_chicken_wings,category_chickenshop,category_chinese,category_chocolate,category_cocktailbars,category_coffee,category_coffeeroasteries,category_comfortfood,category_convenience,category_creperies,category_cuban,category_cupcakes,category_customcakes,category_danceclubs,category_delis,category_desserts,category_dimsum,category_diners,category_divebars,category_dog_parks,category_dominican,category_donuts,category_empanadas,category_ethiopian,category_ferries,category_filipino,category_fondue,category_foodstands,category_foodtrucks,category_french,category_gastropubs,category_gaybars,category_gelato,category_georgian,category_german,category_gluten_free,category_greek,category_grocery,category_halal,category_hawaiian,category_herbalshops,category_herbsandspices,category_himalayan,category_hookah_bars,category_hotdog,category_hotdogs,category_icecream,category_indonesian,category_indpak,category_italian,category_japanese,category_jazzandblues,category_juicebars,category_karaoke,category_korean,category_kosher,category_landmarks,category_latin,category_laundromat,category_lebanese,category_localflavor,category_lounges,category_mediterranean,category_mexican,category_mideastern,category_modern_european,category_moroccan,category_motorcyclinggear,category_movietheaters,category_museums,category_musicvenues,category_newamerican,category_newmexican,category_nicaraguan,category_noodles,category_pakistani,category_panasian,category_parks,category_peruvian,category_pizza,category_poke,category_polish,category_poolhalls,category_portuguese,category_publicart,category_pubs,category_puertorican,category_ramen,category_restaurants,category_russian,category_salad,category_salvadoran,category_sandwiches,category_scandinavian,category_seafood,category_seafoodmarkets,category_shanghainese,category_skate_parks,category_soulfood,category_southern,category_spanish,category_sportsbars,category_steak,category_streetvendors,category_sushi,category_szechuan,category_tacos,category_taiwanese,category_tapas,category_tapasmallplates,category_tattoo,category_tea,category_tex-mex,category_thai,category_tours,category_tradamerican,category_turkish,category_vegan,category_vegetarian,category_venezuelan,category_venues,category_vietnamese,category_whiskeybars,category_wine_bars,category_wraps,category_yelpevents
2012-09,1,0,0,2,0,2,0,4,26,49,0,3,1,1,0,2,3,7,0,0,1,9,0,0,9,1,1,2,1,1,1,0,43,0,5,32,0,1,4,0,0,1,0,0,28,6,0,9,11,2,3,8,1,1,1,0,0,4,1,3,0,2,0,0,2,0,0,10,0,0,0,0,0,1,1,5,3,0,2,11,11,1,0,0,1,1,2,17,0,0,2,8,2,45,1,1,1,0,1,3,4,18,0,0,1,0,0,10,2,42,0,5,0,0,0,11,0,1,14,0,2,1,4,0,4,0,1,1,0,3,4,0,4,6,3,0,0,0,1,0,1,0,0,10,0,9,1,2,2,1,1,1,0,3,0,0
2012-10,1,0,0,2,0,2,0,4,26,50,0,3,1,1,0,2,3,7,0,0,1,10,0,0,9,1,1,2,1,1,1,0,43,0,5,32,0,1,4,0,0,1,0,0,28,7,0,9,11,2,3,8,1,1,1,0,0,4,1,3,0,2,0,0,2,0,0,10,0,0,0,0,0,1,1,5,3,1,2,13,12,1,1,0,1,1,2,17,0,0,2,8,2,45,1,1,1,0,1,3,4,18,0,0,1,0,0,10,2,43,0,5,0,0,0,11,0,1,14,0,2,1,4,0,4,0,1,1,0,3,4,0,4,6,3,0,0,0,1,0,1,0,0,10,0,9,1,2,2,1,1,1,0,3,0,0
2012-11,1,0,0,2,0,2,0,4,27,50,0,3,1,1,0,2,3,7,0,0,1,10,0,0,9,1,1,2,1,1,1,0,44,0,5,32,0,1,4,0,0,1,0,0,28,7,0,9,11,2,3,8,1,1,1,0,0,4,1,3,0,2,0,0,2,0,0,10,0,0,0,0,0,1,1,6,3,1,2,14,12,1,1,0,1,1,2,17,0,0,2,8,2,46,1,1,1,0,1,3,4,18,0,0,1,0,0,10,2,43,0,5,0,0,0,11,0,1,15,0,2,1,4,0,4,0,1,1,0,3,4,0,4,6,3,0,0,0,1,0,1,0,0,10,0,9,1,2,2,1,1,1,0,3,0,0
2012-12,1,0,0,2,0,2,0,4,28,50,0,3,1,1,0,2,3,7,0,0,1,10,0,0,9,1,1,2,1,1,1,0,44,0,6,32,0,1,4,0,0,1,0,0,28,8,0,9,11,2,3,8,1,1,1,0,0,4,1,4,0,2,0,0,2,0,0,10,0,0,0,0,0,1,1,6,3,1,2,14,12,1,1,0,1,1,2,17,0,0,2,8,2,48,1,1,1,0,1,3,5,18,0,0,1,0,0,10,2,43,0,5,0,0,0,11,0,1,15,0,2,1,4,0,4,0,1,1,0,3,4,0,4,6,3,0,0,0,1,0,1,0,0,10,0,10,1,2,2,1,1,1,0,3,0,0
2013-01,1,0,0,2,0,2,0,4,29,50,0,3,1,1,0,2,3,7,0,0,1,10,0,0,9,1,1,2,1,1,1,0,44,0,7,33,0,1,4,0,0,1,0,1,28,8,0,9,11,2,3,8,1,1,1,0,0,4,1,4,0,2,0,0,2,0,0,10,0,0,0,0,0,1,1,7,3,1,2,14,13,1,1,0,1,1,2,17,0,0,2,8,2,48,2,1,1,0,1,3,5,18,0,0,1,0,0,10,2,43,0,5,0,0,0,11,0,1,15,0,2,1,4,0,4,0,1,1,0,3,5,0,4,6,3,0,0,0,1,0,1,0,0,10,0,10,1,2,2,1,1,2,0,3,0,0
2013-02,1,0,0,2,0,2,0,4,30,50,0,3,1,1,1,2,3,7,0,0,1,10,0,0,10,1,1,2,1,1,1,0,44,0,7,33,0,1,4,0,0,1,0,1,28,8,0,9,11,2,3,8,1,1,1,0,0,4,1,4,0,2,0,0,2,0,0,10,0,0,0,0,0,1,1,8,3,1,2,14,13,1,1,0,1,1,2,18,0,0,2,8,2,48,2,1,1,0,1,3,5,18,0,0,1,0,0,10,2,43,0,5,0,0,0,11,0,1,15,0,2,1,4,0,4,0,1,1,0,4,5,0,4,6,3,0,0,0,1,0,1,0,0,10,0,10,1,2,2,1,1,2,0,3,0,0
2013-03,1,0,0,2,0,2,0,4,31,51,0,3,1,2,1,2,3,7,0,0,1,10,0,0,10,1,1,2,1,1,2,0,45,0,7,34,0,1,4,0,0,1,0,2,28,8,0,9,11,2,3,8,1,1,1,0,0,4,2,4,0,2,0,0,2,0,0,11,0,0,0,0,0,1,1,8,3,1,2,14,13,1,2,0,1,1,2,18,0,0,2,8,2,48,2,1,1,0,1,3,5,19,0,0,1,0,0,10,2,43,0,5,0,0,1,11,0,1,15,0,2,1,4,0,4,0,1,1,0,4,5,0,4,6,3,0,0,0,1,0,1,0,0,10,0,10,1,2,2,1,1,2,0,3,0,0
2013-04,1,0,0,2,0,2,0,4,31,52,0,3,1,2,1,2,3,7,0,0,1,10,0,0,10,1,1,2,1,1,2,0,45,0,7,34,0,1,4,0,0,1,0,2,28,9,0,9,12,2,3,8,1,1,1,0,0,4,2,4,0,2,0,0,2,0,0,12,0,0,0,0,0,1,1,9,3,1,3,14,13,1,2,0,1,1,2,18,0,0,2,8,2,49,2,1,1,0,1,3,5,19,0,0,1,0,0,10,2,43,0,5,0,0,1,12,0,1,16,0,2,1,4,0,5,0,1,1,0,4,5,1,4,6,3,0,0,0,1,0,1,0,0,10,0,10,1,2,2,1,1,2,0,3,0,0
2013-05,1,0,0,2,0,2,0,4,31,53,0,3,1,2,1,2,3,7,0,0,1,10,0,0,10,1,1,2,1,1,3,0,45,0,7,34,0,1,4,0,0,1,0,2,28,9,0,9,12,2,3,8,1,1,1,0,0,4,2,4,0,2,0,0,2,0,0,12,0,0,0,0,0,1,1,9,3,1,4,14,13,1,3,0,1,1,2,18,0,0,2,8,2,49,2,1,1,0,1,3,5,21,0,0,1,0,0,10,2,43,0,5,0,0,1,12,0,1,16,0,2,1,5,0,6,0,1,1,0,4,5,1,4,6,3,0,0,0,1,0,1,0,0,11,0,10,1,2,2,1,1,3,0,3,0,0
2013-06,1,0,0,2,0,2,0,5,33,53,0,3,2,2,1,2,3,7,0,0,1,10,0,0,11,1,1,2,1,1,3,0,46,0,7,36,0,1,4,0,0,1,0,2,28,9,0,9,13,2,3,8,1,1,1,0,0,4,2,4,0,2,0,0,2,0,0,12,0,0,0,0,0,1,1,9,4,1,4,14,13,1,3,0,1,1,2,18,0,0,2,8,2,49,2,1,1,0,1,3,5,21,0,0,1,0,0,10,2,45,0,5,0,0,1,12,0,1,16,0,2,1,5,0,6,0,1,1,0,4,6,1,4,6,3,0,0,0,1,0,1,0,0,11,0,10,1,3,2,1,1,3,0,3,0,0
2013-07,1,0,0,2,0,2,0,5,33,54,0,3,2,2,1,2,3,7,0,0,1,10,0,0,11,1,1,2,1,2,3,0,46,0,7,37,0,1,4,0,0,1,0,2,29,9,0,9,13,2,3,9,1,1,1,0,0,4,2,4,0,2,0,0,2,0,0,12,0,0,0,0,0,1,1,9,4,1,4,14,13,1,4,0,1,1,2,18,0,0,2,8,2,50,2,1,1,0,1,3,5,21,0,0,1,0,0,10,2,47,0,5,0,0,1,12,0,1,16,0,2,1,6,0,6,0,1,1,0,4,6,1,4,6,3,0,0,0,1,0,1,0,0,11,0,10,1,4,2,1,1,4,0,3,0,0
2013-08,1,0,0,2,0,2,0,5,34,56,0,3,2,2,1,2,3,7,0,0,1,10,0,0,11,1,1,2,1,2,3,0,46,0,7,37,0,1,4,0,0,1,0,2,29,9,0,9,13,2,3,9,1,1,1,0,0,4,2,4,0,2,0,0,2,0,0,12,0,0,0,0,0,1,1,9,4,1,5,14,14,1,5,0,1,1,2,18,0,0,2,8,2,50,2,1,1,0,1,3,5,21,0,0,1,0,0,10,2,47,0,5,0,0,1,12,0,1,16,0,2,1,6,0,6,0,1,1,0,4,6,1,4,6,3,0,0,0,1,0,1,0,0,11,0,10,1,4,2,1,1,4,0,3,0,0
2013-09,1,0,1,2,0,2,0,5,34,59,0,3,2,2,1,2,3,7,0,0,1,10,0,0,11,1,1,2,1,2,3,0,46,0,8,37,0,2,4,0,0,1,0,2,30,9,0,9,13,3,3,9,1,2,1,1,0,5,2,4,0,2,0,0,2,0,0,12,0,0,0,0,0,1,1,9,4,1,5,14,14,1,5,0,1,1,2,19,0,0,2,8,2,51,2,1,1,0,1,3,5,21,0,0,1,0,0,10,2,48,0,5,0,0,1,12,0,1,16,0,2,1,6,0,6,0,1,1,0,4,6,1,4,6,3,0,0,0,1,0,1,0,0,11,0,10,1,4,2,1,1,4,0,3,0,0
2013-10,1,0,1,2,0,2,0,5,36,60,0,3,2,2,1,2,3,7,0,0,1,10,0,0,12,1,1,2,1,2,3,0,46,0,8,39,0,2,4,0,0,1,0,2,30,9,0,9,13,3,3,9,1,2,1,1,0,5,2,4,0,2,0,0,2,0,0,12,0,0,0,0,0,1,1,9,4,1,5,14,14,1,5,0,2,1,2,19,0,0,2,8,2,51,2,1,1,0,1,3,5,21,0,0,1,0,0,10,2,48,0,5,0,0,1,12,0,1,16,0,2,1,7,0,6,0,1,1,0,4,7,1,4,6,3,0,0,0,1,0,1,0,0,11,0,10,1,4,2,1,1,4,0,3,0,0
2013-11,1,0,1,2,0,2,0,5,36,62,0,3,2,2,1,2,3,7,0,0,1,10,0,0,13,1,1,2,1,2,3,0,46,0,8,39,0,2,4,0,0,1,0,2,31,10,0,9,13,3,3,9,1,2,1,1,0,5,2,4,2,2,0,0,2,0,0,12,0,0,0,0,0,1,1,9,4,1,6,15,14,1,5,0,2,1,2,19,0,0,2,8,2,51,2,1,1,0,1,3,5,21,0,0,1,0,0,10,2,48,0,5,0,0,1,12,0,1,16,0,2,1,7,0,6,0,1,1,0,4,7,1,4,6,3,0,0,0,1,0,1,0,0,11,0,10,1,4,2,1,1,4,0,3,0,0
2013-12,1,0,1,2,0,2,0,5,36,62,0,3,2,2,1,2,3,7,0,0,1,11,0,0,14,1,1,2,1,2,3,0,46,0,8,39,0,2,4,0,0,1,0,2,31,10,0,9,13,3,3,9,1,2,1,1,0,5,2,4,2,2,0,0,2,0,0,13,0,0,0,0,0,1,1,9,4,1,6,16,14,1,5,0,2,1,2,19,0,0,2,8,3,51,2,1,1,0,1,3,5,21,0,0,1,0,0,10,2,48,0,5,0,1,1,12,0,1,16,0,2,1,7,0,6,0,1,1,0,4,7,1,4,6,3,0,0,0,1,0,1,0,0,12,0,10,1,4,2,1,1,4,0,3,0,0
2014-01,1,0,1,2,0,2,0,5,36,62,0,3,2,2,1,2,3,7,0,0,1,11,0,0,14,1,1,2,1,2,3,0,46,0,9,39,0,2,4,0,0,1,0,2,31,10,0,9,13,3,3,9,1,2,1,1,0,5,2,4,2,2,0,0,2,0,0,13,0,0,0,0,0,1,1,9,4,1,6,16,14,1,5,0,3,1,2,19,0,0,2,8,3,52,3,1,1,0,1,3,5,21,0,0,1,0,0,10,2,49,0,5,0,1,1,12,0,1,16,0,2,1,7,0,6,0,1,1,0,4,8,1,4,6,3,0,0,0,1,0,1,0,0,12,0,10,1,4,2,1,1,4,0,3,0,0
2014-02,1,0,1,2,0,2,0,5,36,64,0,3,2,2,1,2,3,7,0,0,1,11,0,0,14,1,1,2,1,2,3,0,46,0,11,41,0,2,4,0,0,1,0,2,31,10,0,9,13,3,3,9,1,2,1,1,0,5,2,4,2,2,0,0,2,0,0,13,0,0,0,0,0,1,1,11,4,1,6,17,14,1,5,0,3,2,2,19,0,0,2,8,3,52,3,1,1,0,1,3,5,21,0,0,1,0,0,10,2,50,0,5,0,1,1,12,0,1,16,0,2,1,7,0,6,0,1,1,0,4,8,2,4,6,4,0,0,0,1,0,1,0,0,12,0,10,1,4,2,2,1,4,0,3,0,0
2014-03,1,0,1,2,0,2,0,5,36,65,0,3,2,2,1,2,3,9,0,0,1,11,0,0,14,1,1,2,1,2,3,0,46,0,11,41,0,2,4,0,0,1,0,2,31,10,0,9,13,3,3,10,1,2,1,1,0,5,2,4,2,2,0,0,2,0,0,13,0,0,0,0,0,1,1,11,4,1,6,18,14,1,5,0,3,2,2,19,0,0,2,8,3,52,3,1,1,0,1,3,5,21,0,0,1,0,0,10,2,50,0,6,0,1,1,12,0,1,16,0,2,1,7,0,6,0,1,1,0,4,8,2,4,6,4,0,0,0,1,0,1,0,0,12,0,10,1,4,2,2,1,4,0,3,0,0
2014-04,1,0,1,2,0,2,0,5,36,68,0,3,2,2,1,2,3,9,0,0,1,11,0,0,15,1,1,2,1,2,3,0,46,0,11,42,0,2,4,0,0,1,0,2,31,10,0,9,13,3,3,10,1,2,1,1,0,5,2,4,2,2,0,0,2,0,0,13,0,0,0,0,0,1,1,11,4,1,6,18,14,1,5,0,3,2,2,19,0,0,2,9,3,52,3,1,1,0,1,3,5,21,0,0,1,0,0,10,2,50,0,6,0,1,1,12,0,1,16,0,2,1,7,0,6,0,1,1,0,4,8,2,4,6,4,0,0,0,1,0,1,0,0,12,0,10,1,4,2,2,1,4,0,3,0,0
2014-05,1,0,1,2,0,2,0,5,36,69,0,4,2,2,1,2,3,9,0,0,1,11,0,0,15,1,1,2,1,2,3,0,46,0,11,43,0,2,4,0,0,1,0,2,33,10,0,9,13,3,3,10,1,2,1,1,0,5,2,4,2,2,0,0,2,0,0,13,0,0,0,0,0,1,1,11,4,1,6,18,15,1,5,0,3,2,2,19,0,0,2,9,3,54,3,1,1,0,1,3,5,22,0,0,2,0,0,10,2,50,0,6,0,1,1,12,0,1,16,0,2,1,7,0,6,0,1,1,0,4,9,3,4,6,4,0,0,0,1,0,1,0,0,12,0,11,1,4,2,2,1,4,0,3,0,0
2014-06,1,0,1,2,0,2,0,5,36,70,0,4,2,2,1,2,3,10,0,0,1,11,0,0,15,1,1,2,1,2,3,0,46,0,12,43,0,2,4,0,0,1,0,2,33,10,0,9,13,3,3,10,1,2,1,1,0,5,2,4,2,2,0,0,2,0,0,13,0,0,0,0,0,1,1,11,4,1,6,18,15,1,5,0,3,2,2,20,0,0,2,9,3,56,3,1,1,0,1,3,5,23,0,0,2,0,0,11,2,50,0,6,0,1,1,13,0,1,16,0,2,1,7,0,6,0,1,1,0,5,9,3,4,6,4,0,0,0,1,0,1,0,0,12,0,12,1,4,2,2,1,4,0,4,0,0
2014-07,1,0,1,2,0,2,0,5,36,70,0,4,2,2,1,2,3,10,0,1,1,11,0,0,15,1,1,2,1,2,3,0,46,0,12,44,0,2,4,0,0,1,0,2,34,10,0,9,13,3,3,10,1,2,1,1,0,5,2,4,2,2,0,0,2,0,0,13,0,0,0,0,0,1,1,11,4,1,6,18,15,1,5,0,3,2,2,20,0,0,2,9,3,59,3,1,1,0,1,3,5,25,0,0,2,0,0,11,3,51,0,6,0,1,1,13,0,1,16,0,2,1,7,0,8,0,1,1,0,5,9,3,4,6,5,0,0,0,1,0,1,0,0,12,1,12,1,4,2,2,1,4,0,4,0,0
2014-08,1,0,1,2,0,2,0,5,36,71,0,4,2,2,1,2,3,11,0,1,1,11,0,0,15,1,1,2,1,2,3,0,47,0,12,44,0,2,4,0,0,1,0,2,34,10,0,9,16,3,3,11,1,2,1,1,0,5,2,4,2,2,0,0,2,0,0,13,0,0,0,0,0,1,1,11,4,1,6,18,15,1,5,0,4,2,2,20,0,0,2,9,3,61,3,1,1,0,1,3,5,25,0,0,2,0,0,11,3,51,0,6,0,1,1,13,0,1,16,0,2,1,7,0,9,0,1,1,0,5,9,3,4,6,5,0,0,0,1,0,1,0,0,12,1,12,1,5,2,2,1,4,0,5,0,0
2014-09,1,0,1,2,0,2,0,6,37,72,0,4,2,2,1,2,3,11,0,2,1,11,0,0,15,1,1,2,1,2,3,0,47,0,12,44,1,2,4,0,0,1,0,2,35,10,0,9,16,3,3,11,1,2,1,1,0,5,2,5,2,2,0,0,2,0,0,13,0,0,0,0,0,1,1,11,4,1,6,18,15,1,5,0,4,2,2,20,0,0,2,9,4,61,3,1,1,0,1,3,5,26,0,0,2,0,0,11,3,51,0,6,0,1,1,13,0,1,16,0,2,1,7,0,9,0,1,1,0,5,9,3,4,6,5,0,0,0,1,0,1,0,1,12,1,13,1,6,2,2,1,4,0,5,0,0
2014-10,1,0,1,2,0,2,0,7,37,73,0,5,2,2,1,2,3,11,0,2,1,11,0,0,15,1,1,2,1,2,3,0,47,0,12,44,1,2,4,0,0,1,0,2,35,10,0,9,16,3,3,11,1,2,1,1,0,5,2,5,2,2,0,0,2,0,0,14,0,0,0,0,0,1,1,11,4,1,7,18,17,1,5,0,4,2,2,20,0,0,2,9,4,62,3,1,1,0,1,3,5,26,0,0,2,0,0,11,3,51,0,6,0,1,1,13,0,1,16,0,2,1,7,0,9,1,1,1,0,5,10,3,4,6,5,0,0,0,1,0,1,0,1,12,1,13,1,6,2,2,1,4,0,5,0,0
2014-11,1,0,1,2,0,3,0,7,37,76,0,5,2,2,1,2,3,11,0,2,1,11,0,0,15,1,1,2,1,2,3,0,48,0,12,48,1,2,4,0,0,1,0,2,35,10,0,9,16,3,4,11,1,2,1,1,0,5,2,5,2,2,0,0,2,0,0,14,0,0,0,0,0,1,1,11,4,1,7,18,17,1,5,0,4,2,2,20,0,0,2,9,4,64,3,1,1,0,1,3,5,27,0,0,2,0,0,11,3,52,0,6,0,1,1,14,0,1,16,0,2,1,7,0,9,1,1,1,0,5,10,4,4,6,5,0,0,0,1,0,1,0,2,12,1,13,1,6,2,2,1,4,0,5,0,0
