,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
10,dun-well-doughnuts-brooklyn,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.707743, 'longitude': -73.940202}",(347) 294-0871,2000.5864067307393,yOc5CZ5VxHGqj96RUuZCMA,https://s3-media3.fl.yelpcdn.com/bphoto/fqhSaqxhaK4hvgQ78AEzuA/o.jpg,False,"{'address1': '222 Montrose Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['222 Montrose Ave', 'Brooklyn, NY 11206']}",Dun-Well Doughnuts,+13472940871,$,4.0,775,[],https://www.yelp.com/biz/dun-well-doughnuts-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
11,peaches-hothouse-brooklyn,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.6833699737169, 'longitude': -73.9437798410654}",(718) 483-9111,1641.1221617990145,GA5msU6NO9rQRctPfDJCBg,https://s3-media1.fl.yelpcdn.com/bphoto/QkbXdv80-lGYeO312B5KYA/o.jpg,False,"{'address1': '415 Tompkins Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['415 Tompkins Ave', 'Brooklyn, NY 11216']}",Peaches HotHouse,+17184839111,$$,4.0,986,[],https://www.yelp.com/biz/peaches-hothouse-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
12,brooklyn-doughnutry-brooklyn,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'donuts', 'title': 'Donuts'}]","{'latitude': 40.6924050190985, 'longitude': -73.9311097345756}",,245.87898657976976,HHN8P3LYoFkiSyF9jgyVrQ,https://s3-media2.fl.yelpcdn.com/bphoto/-BAXa3HeP2_5a0kzPN3y4w/o.jpg,False,"{'address1': '50 Malcolm X Blvd', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['50 Malcolm X Blvd', 'Brooklyn, NY 11221']}",Brooklyn Doughnutry,,$,5.0,68,[],https://www.yelp.com/biz/brooklyn-doughnutry-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
13,peaches-brooklyn,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.6818070319111, 'longitude': -73.9346463688382}",(718) 942-4162,1278.989706607697,OYKNRBU-unLF-r0bRZwY3A,https://s3-media2.fl.yelpcdn.com/bphoto/rovmh0PuWko48I1WtibarA/o.jpg,False,"{'address1': '393 Lewis Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11233', 'country': 'US', 'state': 'NY', 'display_address': ['393 Lewis Ave', 'Brooklyn, NY 11233']}",Peaches,+17189424162,$$,3.5,939,[],https://www.yelp.com/biz/peaches-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
14,tonys-pizzeria-and-restaurant-brooklyn-3,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.699286, 'longitude': -73.918724}",(718) 455-9664,1120.7102595926397,EsHcyOLHaK76bQuU7bwiTw,https://s3-media3.fl.yelpcdn.com/bphoto/YD-bH-EWn_dL9cq96A7d2A/o.jpg,False,"{'address1': '443 Knickerbocker Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['443 Knickerbocker Ave', 'Brooklyn, NY 11237']}",Tonys Pizzeria & Restaurant,+17184559664,$,4.5,245,"['delivery', 'pickup']",https://www.yelp.com/biz/tonys-pizzeria-and-restaurant-brooklyn-3?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
15,mominette-brooklyn,"[{'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 40.7032458, 'longitude': -73.9258954}",(929) 234-2941,1241.3361861551195,49ST--X1jcIPzUIM1O3K6w,https://s3-media2.fl.yelpcdn.com/bphoto/5SZC3lRRphWbyVrcrArxcg/o.jpg,False,"{'address1': '221 Knickerbocker Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['221 Knickerbocker Ave', 'Brooklyn, NY 11237']}",Mominette,+19292342941,$$,4.0,545,"['restaurant_reservation', 'pickup']",https://www.yelp.com/biz/mominette-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
16,cup-of-brooklyn-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.6894922335672, 'longitude': -73.9226088300347}",(718) 552-2221,560.8195665145956,QxiSoPQeiiy_tx3vkRJYwg,https://s3-media1.fl.yelpcdn.com/bphoto/NwKSw9HeVwgPNtKBKr94Cw/o.jpg,False,"{'address1': '1071B Gates Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['1071B Gates Ave', 'Brooklyn, NY 11221']}",Cup of Brooklyn,+17185522221,$$,4.5,87,[],https://www.yelp.com/biz/cup-of-brooklyn-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
17,arepera-guacuco-brooklyn-2,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'empanadas', 'title': 'Empanadas'}, {'alias': 'venezuelan', 'title': 'Venezuelan'}]","{'latitude': 40.704667, 'longitude': -73.924583}",(347) 305-3300,1417.2766291321889,q6FcRtW3ZoQ-hynSCSa8Ig,https://s3-media1.fl.yelpcdn.com/bphoto/rZ1u5kgKmtVCxo4_VwQ5aw/o.jpg,False,"{'address1': '44 Irving Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['44 Irving Ave', 'Brooklyn, NY 11237']}",Arepera Guacuco,+13473053300,$$,4.0,480,"['delivery', 'pickup']",https://www.yelp.com/biz/arepera-guacuco-brooklyn-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
18,santa-panza-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.6947, 'longitude': -73.93068}",(347) 413-9695,343.29641867905286,eTneVbjPKdo4gD9HfkDGdA,https://s3-media3.fl.yelpcdn.com/bphoto/i2mhjGgXUCS1YDWt2urv6w/o.jpg,False,"{'address1': '1079 Broadway', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['1079 Broadway', 'Brooklyn, NY 11221']}",Santa Panza,+13474139695,$$,4.5,109,"['delivery', 'pickup']",https://www.yelp.com/biz/santa-panza-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
19,little-mo-brooklyn,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 40.6973098579017, 'longitude': -73.9336314891321}",(929) 210-8100,727.8056181116339,iYFauSnqLxvr4HTY_cIElg,https://s3-media4.fl.yelpcdn.com/bphoto/4zT6hK-5RUdCC1lJH7K2_Q/o.jpg,False,"{'address1': '1158 Myrtle Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['1158 Myrtle Ave', 'Brooklyn, NY 11221']}",Little Mo,+19292108100,$$,4.0,259,"['delivery', 'pickup']",https://www.yelp.com/biz/little-mo-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
20,tortilleria-mexicana-los-hermanos-brooklyn-2,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.7066307067871, 'longitude': -73.9219818115234}",(718) 456-3422,1687.5442702390756,iK2jJQA72XRjf4nUD3cAnA,https://s3-media4.fl.yelpcdn.com/bphoto/YKvAPW7dfhcWLG5Sb_-c6g/o.jpg,False,"{'address1': '271 Starr St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['271 Starr St', 'Brooklyn, NY 11237']}",Tortilleria Mexicana Los Hermanos,+17184563422,$,4.0,662,[],https://www.yelp.com/biz/tortilleria-mexicana-los-hermanos-brooklyn-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
21,toad-style-bedford-stuyvesant,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.68688, 'longitude': -73.92322}",(347) 789-1589,726.5577341853144,jE5_yPypanQLdYe7-f__dA,https://s3-media3.fl.yelpcdn.com/bphoto/ZdqQbcpduUHdDRBUCIWe-g/o.jpg,False,"{'address1': '93 Ralph Ave', 'address2': '', 'address3': '', 'city': 'Bedford-Stuyvesant', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['93 Ralph Ave', 'Bedford-Stuyvesant, NY 11221']}",Toad Style,+13477891589,$$,4.0,291,"['delivery', 'pickup']",https://www.yelp.com/biz/toad-style-bedford-stuyvesant?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
22,bk-jani-bushwick,"[{'alias': 'pakistani', 'title': 'Pakistani'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'halal', 'title': 'Halal'}]","{'latitude': 40.701969, 'longitude': -73.924402}",(347) 460-5110,1133.6972121880024,IbB_7AxWQtDFW1iKnoD1Ug,https://s3-media4.fl.yelpcdn.com/bphoto/xKy77g4u8wnapbVR3zd1ng/o.jpg,False,"{'address1': '276 Knickerbocker Ave', 'address2': '', 'address3': '', 'city': 'Bushwick', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['276 Knickerbocker Ave', 'Bushwick, NY 11237']}",BK JANI,+13474605110,$$,4.5,260,"['delivery', 'pickup']",https://www.yelp.com/biz/bk-jani-bushwick?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
23,grandchamps-kitchen-and-market-bedford-stuyvesant,"[{'alias': 'haitian', 'title': 'Haitian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 40.684661321153, 'longitude': -73.9262324662708}",(718) 484-4880,856.7811164941114,-ic13XJ9ekpEfshQFPKL4A,https://s3-media2.fl.yelpcdn.com/bphoto/NqJXThJzKjY5kGGfFoJbgg/o.jpg,False,"{'address1': '197 Patchen Ave', 'address2': '', 'address3': '', 'city': 'Bedford-Stuyvesant', 'zip_code': '11233', 'country': 'US', 'state': 'NY', 'display_address': ['197 Patchen Ave', 'Bedford-Stuyvesant, NY 11233']}",Grandchamps Kitchen & Market,+17184844880,$$,4.5,178,['pickup'],https://www.yelp.com/biz/grandchamps-kitchen-and-market-bedford-stuyvesant?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
24,nicandras-brooklyn,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}]","{'latitude': 40.69962, 'longitude': -73.915939}",(718) 381-2699,1320.2771752806725,RtfjlBlSUizdQp9_k3_wHg,https://s3-media4.fl.yelpcdn.com/bphoto/by6LAUjJrKYwinxBRl8FYA/o.jpg,False,"{'address1': '264 Irving Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['264 Irving Ave', 'Brooklyn, NY 11237']}",Nicandra's,+17183812699,$$,4.5,136,[],https://www.yelp.com/biz/nicandras-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
25,circo-pastry-shop-brooklyn,"[{'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 40.701417, 'longitude': -73.923428}",(718) 381-2292,1103.2587653011758,ff47xaPh89lvPYG2fotFWw,https://s3-media4.fl.yelpcdn.com/bphoto/8vuVJjqjWZP-YIyJooY8oQ/o.jpg,False,"{'address1': '312 Knickerbocker Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['312 Knickerbocker Ave', 'Brooklyn, NY 11237']}",Circo Pastry Shop,+17183812292,$$,4.5,160,"['delivery', 'pickup']",https://www.yelp.com/biz/circo-pastry-shop-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
26,ichiran-brooklyn-brooklyn,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]","{'latitude': 40.707587, 'longitude': -73.933271}",(718) 381-0491,1761.2990057476193,JRmQRFEEnSUdAcesHun9AQ,https://s3-media3.fl.yelpcdn.com/bphoto/7fBm9zaN121xBmk6OWPmMw/o.jpg,False,"{'address1': '374 Johnson Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['374 Johnson Ave', 'Brooklyn, NY 11206']}",ICHIRAN - Brooklyn,+17183810491,$$,3.5,914,[],https://www.yelp.com/biz/ichiran-brooklyn-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
27,broadway-pizzeria-brooklyn,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.6933151509676, 'longitude': -73.9290830120444}",(718) 602-6110,142.55266930893933,Qv20qRxgnU6CCGJjUPmTDQ,https://s3-media1.fl.yelpcdn.com/bphoto/x9SH9JgaBXx1xhw6yp1MIg/o.jpg,False,"{'address1': '1142 Broadway', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11226', 'country': 'US', 'state': 'NY', 'display_address': ['1142 Broadway', 'Brooklyn, NY 11226']}",Broadway Pizzeria,+17186026110,$,4.5,90,[],https://www.yelp.com/biz/broadway-pizzeria-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
28,buntopia-brooklyn,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'ramen', 'title': 'Ramen'}]","{'latitude': 40.69598, 'longitude': -73.93398}",(347) 435-3660,642.5354119017909,G4qZvheX74VwYvek7I8iQg,https://s3-media4.fl.yelpcdn.com/bphoto/CPXHPM6466Y6wccxxsUerw/o.jpg,False,"{'address1': '994 Broadway', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['994 Broadway', 'Brooklyn, NY 11221']}",Buntopia,+13474353660,$$,4.5,127,[],https://www.yelp.com/biz/buntopia-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
29,ltauha-restaurant-ridgewood-3,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'diners', 'title': 'Diners'}]","{'latitude': 40.6998889, 'longitude': -73.9067463}",(347) 689-3462,1999.8749745480213,Py_oBQpNR8kMI3GbH-71Yg,https://s3-media4.fl.yelpcdn.com/bphoto/8YuBrogxDgdGn0EGLmqC1Q/o.jpg,False,"{'address1': '55-50 Myrtle Ave', 'address2': None, 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['55-50 Myrtle Ave', 'Ridgewood, NY 11385']}",Ltauha Restaurant,+13476893462,$$,4.5,322,[],https://www.yelp.com/biz/ltauha-restaurant-ridgewood-3?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
