,level_0,alias,distance,id,image_url,is_closed,location,name,price,rating,review_count,transactions,url,category,latitude,longitude,zipcode
10,10,hagane-howard-beach,393.94781276987084,VKumFZfT7f_FVFWjbPBAhA,https://s3-media4.fl.yelpcdn.com/bphoto/JGurKY9SL4sLY_4dbyYMGQ/o.jpg,False,"{'address1': '161-02 Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['161-02 Crossbay Blvd', 'Howard Beach, NY 11414']}",hagane,$$,3.5,132,"['delivery', 'pickup']",https://www.yelp.com/biz/hagane-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,japanese,40.65558,-73.8394,11414
11,11,greek-grill-howard-beach-howard-beach-2,435.87789594338165,vvToYvBfb-UvgWFnhidpdA,https://s3-media1.fl.yelpcdn.com/bphoto/D5eo7A9MiyLXNrbkB46VVQ/o.jpg,False,"{'address1': '156-40E Cross Bay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['156-40E Cross Bay Blvd', 'Howard Beach, NY 11414']}",greek grill - howard beach,$$,3.5,133,"['delivery', 'pickup']",https://www.yelp.com/biz/greek-grill-howard-beach-howard-beach-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,greek,40.6628132,-73.8411815,11414
12,12,starbucks-howard-beach,296.26163321175505,prQrgNECWRo5UAQJm-TFhQ,https://s3-media1.fl.yelpcdn.com/bphoto/uPustsUHRqO6f1kPXshVPA/o.jpg,False,"{'address1': '157-41 Cross Bay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['157-41 Cross Bay Blvd', 'Howard Beach, NY 11414']}",starbucks,$$,3.5,122,[],https://www.yelp.com/biz/starbucks-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,coffee,40.661434,-73.840198,11414
13,13,pasticceria-la-torre-howard-beach,166.0778537625474,hXwMQQ24HIiPPmK6irtRbw,https://s3-media1.fl.yelpcdn.com/bphoto/u-8yK1emgO55YpRwGEeOVA/o.jpg,False,"{'address1': '158-12 Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['158-12 Crossbay Blvd', 'Howard Beach, NY 11414']}",pasticceria la torre,$$,4.0,54,[],https://www.yelp.com/biz/pasticceria-la-torre-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,bakeries,40.66013,-73.84052,11414
14,14,sapienza-delicatessen-and-restaurant-howard-beach,1005.294362894286,LISEl0VxcOZzWURs0glD_g,https://s3-media2.fl.yelpcdn.com/bphoto/VaBK24wYJx-lXVLexIKYRQ/o.jpg,False,"{'address1': '164-26 Cross Bay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['164-26 Cross Bay Blvd', 'Howard Beach, NY 11414']}",sapienza delicatessen & restaurant,$$,4.5,82,"['delivery', 'pickup']",https://www.yelp.com/biz/sapienza-delicatessen-and-restaurant-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,delis,40.6502227783203,-73.8378829956055,11414
15,15,sugarbun-nyc-howard-beach-4,506.68370973893167,C21tH0vBLECYKMuZ4UCkvg,https://s3-media4.fl.yelpcdn.com/bphoto/w2unkI0C46Lq_rIIpudEIw/o.jpg,False,"{'address1': '156-22 Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['156-22 Crossbay Blvd', 'Howard Beach, NY 11414']}",sugarbun.nyc,$$,4.0,72,"['delivery', 'pickup']",https://www.yelp.com/biz/sugarbun-nyc-howard-beach-4?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,bakeries,40.6634503,-73.8412953,11414
16,16,matteos-howard-beach-howard-beach-4,655.6235132212556,tZoYA6CUZQtqQD1ZHKsoaQ,https://s3-media4.fl.yelpcdn.com/bphoto/8wHhTM8tRHCLUdMQcvG-Rg/o.jpg,False,"{'address1': '155-10 Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['155-10 Crossbay Blvd', 'Howard Beach, NY 11414']}",matteo's howard beach,$$$,3.5,123,[],https://www.yelp.com/biz/matteos-howard-beach-howard-beach-4?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,italian,40.66478,-73.841706,11414
17,17,mr-green-howard-beach,121.77439632928926,O3S9px71vP9iVRE2q5CbUQ,https://s3-media3.fl.yelpcdn.com/bphoto/jjiN5xhxQ8lgMqFVNG6Jxg/o.jpg,False,"{'address1': '158-36 Cross Bay Blvd', 'address2': '', 'address3': None, 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['158-36 Cross Bay Blvd', 'Howard Beach, NY 11414']}",mr.green,$$,4.5,16,[],https://www.yelp.com/biz/mr-green-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,juicebars,40.6598028866019,-73.8404523646513,11414
18,18,dannys-szechuan-garden-howard-beach,420.6201084410795,vGou_-nTIpcGZMexHi-7sQ,https://s3-media4.fl.yelpcdn.com/bphoto/oJV-QhIVg-H1E0crH7IElg/o.jpg,False,"{'address1': '156-40B Cross Bay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['156-40B Cross Bay Blvd', 'Howard Beach, NY 11414']}",danny's szechuan garden,$$,3.0,114,[],https://www.yelp.com/biz/dannys-szechuan-garden-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,chinese,40.66498,-73.84119,11414
19,19,royal-grill-halal-food-new-york-2,16124.292919504453,UtknyDJ_DPut-FKRqs0wpQ,https://s3-media4.fl.yelpcdn.com/bphoto/dtVLAY2xxO2_Ar9meVvhLQ/o.jpg,False,"{'address1': '44TH St And 6th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['44TH St And 6th Ave', 'New York, NY 10018']}",royal grill halal food,$,5.0,185,['pickup'],https://www.yelp.com/biz/royal-grill-halal-food-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,halal,40.75614,-73.98316,10018
20,20,frenasia-howard-beach,835.125289875592,G_C-murI79nWDtR10h14XA,https://s3-media3.fl.yelpcdn.com/bphoto/zM_RNLLAvyk6Bqns-XzZRg/o.jpg,False,"{'address1': '16335 Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['16335 Crossbay Blvd', 'Howard Beach, NY 11414']}",frenasia,$$,3.0,178,"['delivery', 'pickup']",https://www.yelp.com/biz/frenasia-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,asianfusion,40.651392,-73.837518,11414
21,21,9-11-tribute-museum-new-york,15578.062554123711,F0EUMg7UwxLCQ0GFpX0dyg,https://s3-media2.fl.yelpcdn.com/bphoto/uc_NgWm74LL2Ptg06JBrag/o.jpg,False,"{'address1': '92 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['92 Greenwich St', 'New York, NY 10006']}",9/11 tribute museum,,4.5,195,[],https://www.yelp.com/biz/9-11-tribute-museum-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,museums,40.7114397521269,-74.0125204576143,10006
22,23,la-villa-pizzeria-howard-beach,1241.5584710403907,BU136u2H8dlccMSWgksCwg,https://s3-media4.fl.yelpcdn.com/bphoto/16ULIKhAarZHl3pWIwk13Q/o.jpg,False,"{'address1': '8207 153rd Ave', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['8207 153rd Ave', 'Howard Beach, NY 11414']}",la villa pizzeria,$$,3.5,200,"['delivery', 'pickup']",https://www.yelp.com/biz/la-villa-pizzeria-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,pizza,40.666538,-73.851986,11414
23,24,brothers-ravioli-howard-beach,438.9758518387778,LpF8A7KWJavE0hpbElinUQ,https://s3-media1.fl.yelpcdn.com/bphoto/fFTImxFgLLFb3tANdmUxxA/o.jpg,False,"{'address1': '16116 Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['16116 Crossbay Blvd', 'Howard Beach, NY 11414']}",brothers ravioli,$$,3.5,55,[],https://www.yelp.com/biz/brothers-ravioli-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,italian,40.6552504,-73.8391653,11414
24,25,hookah-on-the-bay-howard-beach,451.00487647900457,ikr6bPVtbbuXeky86dsIVw,https://s3-media4.fl.yelpcdn.com/bphoto/nKqk47glXvOe7tyDsdDS3A/o.jpg,False,"{'address1': '161-08 Cross Bay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['161-08 Cross Bay Blvd', 'Howard Beach, NY 11414']}",hookah on the bay,$$,4.0,26,[],https://www.yelp.com/biz/hookah-on-the-bay-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,hookah_bars,40.6551364957032,-73.8392429660078,11414
25,26,twist-it-top-it-howard-beach,183.00785840171363,xHgNQgt2jOrHKaBjfCxesQ,https://s3-media1.fl.yelpcdn.com/bphoto/zCZycSLew9lfTwN4NvZHag/o.jpg,False,"{'address1': '158-18A Cross Bay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['158-18A Cross Bay Blvd', 'Howard Beach, NY 11414']}",twist it top it,$$,3.5,40,[],https://www.yelp.com/biz/twist-it-top-it-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,icecream,40.6603675135585,-73.8402915000916,11414
26,27,uncle-louie-g-howard-beach-2,239.66057958472507,lliJ3uvJJN2r27ypt8BtcQ,https://s3-media1.fl.yelpcdn.com/bphoto/znTvGuT6sbBisTPkumIUsw/o.jpg,False,"{'address1': '157-52 Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['157-52 Crossbay Blvd', 'Howard Beach, NY 11414']}",uncle louie g,$,4.0,22,[],https://www.yelp.com/biz/uncle-louie-g-howard-beach-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,icecream,40.661018,-73.840777,11414
27,28,remi-flower-and-coffee-new-york-2,15074.079581976013,U3Ueh2bHtp3DLjrdc5w5fQ,https://s3-media2.fl.yelpcdn.com/bphoto/6FksMgVVyLe38RTHByJCUw/o.jpg,False,"{'address1': '906 2nd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['906 2nd Ave', 'New York, NY 10017']}",remi flower & coffee,$$,5.0,95,[],https://www.yelp.com/biz/remi-flower-and-coffee-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,coffee,40.7537182,-73.9691698,10017
28,29,old-country-bagel-howard-beach,632.0016415796421,NFxYTAOXZ4cQQeX2Bm1GeA,https://s3-media2.fl.yelpcdn.com/bphoto/zFlPVE9wr-yZuYZ8guMlQA/o.jpg,False,"{'address1': '16226A Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['16226A Crossbay Blvd', 'Howard Beach, NY 11414']}",old country bagel,$,3.5,44,[],https://www.yelp.com/biz/old-country-bagel-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,bagels,40.653474,-73.839,11414
29,30,periscope-coffee-on-pearl-street-new-york-4,15038.92211098047,FFOfIf3yEy-j2eZadKMo_Q,https://s3-media3.fl.yelpcdn.com/bphoto/gKZ0bsvRAb2TM9fz2FGu4A/o.jpg,False,"{'address1': '123 Pearl St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['123 Pearl St', 'New York, NY 10005']}",periscope coffee on pearl street,$,5.0,66,[],https://www.yelp.com/biz/periscope-coffee-on-pearl-street-new-york-4?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,coffee,40.7048841333031,-74.0089771816147,10005
30,31,divino-pizzeria-restaurant-howard-beach-2,959.7256885997264,vTqpFJxTT-NTeK7I-4FxmQ,https://s3-media3.fl.yelpcdn.com/bphoto/8vWjG468s05Z70if4Mfixw/o.jpg,False,"{'address1': '164-02 Cross Bay Blvd', 'address2': None, 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['164-02 Cross Bay Blvd', 'Howard Beach, NY 11414']}",divino pizzeria restaurant,$$,4.0,62,[],https://www.yelp.com/biz/divino-pizzeria-restaurant-howard-beach-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,pizza,40.65051,-73.83815,11414
31,33,kawaii-sushi-howard-beach,1236.0961422175192,1GnRQ4jyz9STASHI96YmYQ,https://s3-media1.fl.yelpcdn.com/bphoto/MAzRgFSofZqeHPOEAg7Cyg/o.jpg,False,"{'address1': '82-19 153rd Ave', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['82-19 153rd Ave', 'Howard Beach, NY 11414']}",kawaii sushi,$$,3.5,66,"['delivery', 'pickup']",https://www.yelp.com/biz/kawaii-sushi-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,sushi,40.6662516,-73.851745,11414
32,34,howard-beach-bagel-cafe-howard-beach-3,711.4213396271605,31PVkhg390bKOnkGxD8kRw,https://s3-media3.fl.yelpcdn.com/bphoto/X_KVO-dQdlK7pqY5XID3nA/o.jpg,False,"{'address1': '162-54 Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['162-54 Crossbay Blvd', 'Howard Beach, NY 11414']}",howard beach bagel cafe,$,3.5,60,"['delivery', 'pickup']",https://www.yelp.com/biz/howard-beach-bagel-cafe-howard-beach-3?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,bagels,40.6531538,-73.8386494,11414
33,36,cold-stone-creamery-howard-beach,332.1028313539151,Yg5tTgBrhp8CCsUOoDCKcg,https://s3-media4.fl.yelpcdn.com/bphoto/bWQv2c3qP9qlWtu9rYiECw/o.jpg,False,"{'address1': '15714 Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['15714 Crossbay Blvd', 'Howard Beach, NY 11414']}",cold stone creamery,$$,3.0,44,"['delivery', 'pickup']",https://www.yelp.com/biz/cold-stone-creamery-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,icecream,40.6618533,-73.8408035,11414
34,37,ragtime-gourmet-supermarket-howard-beach,240.69210643065486,fZKKUUQrRRrppXLN4w4tuw,https://s3-media2.fl.yelpcdn.com/bphoto/SUkR7cnCD9ykYG6s_BrKnA/o.jpg,False,"{'address1': '157-48 Crossbay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['157-48 Crossbay Blvd', 'Howard Beach, NY 11414']}",ragtime gourmet supermarket,$$,3.0,36,[],https://www.yelp.com/biz/ragtime-gourmet-supermarket-howard-beach?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,bakeries,40.661034,-73.840831,11414
35,38,antons-dumplings-brooklyn,11468.792377122361,zMV3am6rEoP43jLeHvzUeA,https://s3-media2.fl.yelpcdn.com/bphoto/UvHfZ54EUa8JzpMFl0FHJw/o.jpg,False,"{'address1': '90 Havemeyer St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['90 Havemeyer St', 'Brooklyn, NY 11211']}",anton's dumplings,$,4.5,56,"['delivery', 'pickup']",https://www.yelp.com/biz/antons-dumplings-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,foodtrucks,40.71378,-73.95645,11211
